Headline,Body ID,Stance
woman dull play safe wear rain poncho mask,1178,unrelated
magic mushroom find grow buckingham palace,1258,agree
kfc get occupational business license sell marijuana colorado restaurant kfc get occupational business license sell marijuana colorado restaurant,2114,unrelated
watch marine take sniper shot head live,706,unrelated
christian bale talk play steve job sony next biopic,1839,unrelated
seth rogen eye play apple steve wozniak christian bale steve job movie exclusive,1575,discuss
banksy create charlie hebdo tribute cartoon mean appreciate,1357,agree
james foley remember brave tireless journalist,446,discuss
ebola scare kansa city,99,unrelated
report nearly dozen commercial airliner miss ahead num num anniversary islamist overrun libyan airport,1958,discuss
mcdonald remove big mac nope apple pie eliminate large size option article fake,776,unrelated
vogue rat infestation disturb new detail,964,unrelated
accidental delivery arm islamic state problem airdrop,2172,agree
man slap people around head sneeze hunted police,2477,unrelated
audio recording michael brown shoot reportedly surface,844,unrelated
sadly pumpkin spice condom thing,1212,unrelated
first bendgate hairgate angry iphone num owner claim design cause chunk hair rip make phone call,2276,discuss
paul rudd help tackle dallas airport gay basher,2514,discuss
isilkulskom student gain superhero power shock,1224,unrelated
vice shane smith drop num num vega dinner,1239,agree
lady fb num intersex fuck michael phelps first date,1802,unrelated
wsj apple cut watch health feature due erratic sensor,521,discuss
allege audio michael brown shoot release,2197,unrelated
rapper hacker terror travel guide writer one british extremist jihadi john three potential islamic state beatles emerge minum zero murderer behead u journalist james foley,975,unrelated
texas plumber sure extremists syria end work truck,2344,unrelated
apple watch launch new timetable analyst,2431,discuss
north korea denies report kim jong un open state back restaurant scotland,2398,unrelated
tiger wood suspension fail drug test agent pga official say,1735,unrelated
six month abduct nigerian schoolgirl boko haram reportedly want free,2144,discuss
nigeria say deal boko haram release kidnap girl,1883,unrelated
dna test confirm child head abu bakr al baghdadi daughter,281,discuss
pope say dog go heaven paradise open god creature,62,unrelated
brian williams insist nbc news meteorologist pee snow air,258,unrelated
catholic priest dead num minute miraculously revive revelation god even shock,40,unrelated
islamic state militant claim behead u journalist james wright foley,1857,unrelated
report israeli canadian woman fight islamic state kidnap terror group,2302,discuss
expensive apple watch probably cost around num num,472,unrelated
isi leader kill u airstrikes,1473,discuss
christian bale talk play steve job exclusive,755,discuss
isi beheads kidnap photojournalist james wright foley horrific video message u,1721,discuss
really believe colorado kfcs selling pot reality check,1814,discuss
homeless man receive num shock everyone spends,1820,unrelated
kim jong un break ankle hospitalize report claim,1465,discuss
islamic militant post video claim show behead u journalist,632,discuss
robot security guard patrol microsoft silicon valley campus,550,unrelated
obama denounces kill journalist james foley pledge justice,1627,unrelated
boko haram release abduct schoolgirl part ceasefire agreement,1883,unrelated
former pga tour player tiger wood suspend drug test failure,1012,unrelated
isi executioner jihadi john identify mohammed emwazi,1308,unrelated
meteorite make big crater nicaragua government say,217,discuss
david haines behead isi execution video contain threat uk report,882,unrelated
lady fb num intersex fuck michael phelps first date,2322,discuss
dupe macaulay culkin dead,1559,agree
boko haram deny cease fire leader say married kidnap girl,1697,unrelated
updated jihadi john identify mohammed emwazi london report say,1107,unrelated
report u drone syria look isi leader abu bakr al baghdadi,1081,unrelated
kim jong un ban name kim jong un,633,unrelated
sorry kfc go sell weed colorado restaurant,1439,unrelated
setting record straight tor,706,unrelated
weather reporter mike seidel catch guard live tv appear urinating snow watch,40,unrelated
break soldier shot national war memorial ottawa,2338,unrelated
banksy instagram tribute charlie hebdo victim post artist,526,unrelated
pentagon isi seize material airdropped kurd,972,unrelated
isi threat texas mexico border,2458,unrelated
lebanon confirm hold isi chief kin,1917,unrelated
jordan king may participate personally isi raid,516,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,2261,unrelated
macaulay culkin die despite everyone say facebook,1255,unrelated
vogue v rat war rat win,1036,unrelated
u accidentally deliver weapon islamic state airdrop militant say,2200,discuss
chinese mistress strip naked beaten senseless backlash boom country concubine culture,1141,unrelated
michael phelps girlfriend taylor lianne chandler reveals raise boy,1342,agree
nigeria claim boko haram release kidnap schoolgirl,298,unrelated
banksy reacts paris attack poignant drawing,1688,discuss
islamic state release video apparently show behead miss u journalist james foley,524,unrelated
fidel castro dead yes cuban leader alive death rumor prove false,47,unrelated
isi border crisis dhs chief say terrorist enter u mexico,570,unrelated
ottawa gunman identify num year old michael zehaf bibeau,1442,discuss
former british rapper reportedly investigation james foley behead,592,unrelated
unconfirmed report claim canadian israeli gill rosenberg capture isi,1319,unrelated
government fire employee skip work num year,2367,unrelated
update frisco paramedic transport patient believe exhibit ebola like symptom,224,unrelated
somali terrorist leader dead u airstrike,646,unrelated
customer fire comcast complaint,32,unrelated
vogue new dig reportedly swarm rat,944,unrelated
rumor king abdullah fly airstrikes true fox excite anyway,2274,agree
investigates medium report isi fighter contract ebola,225,unrelated
watch marine take sniper shot head live,104,unrelated
batmobile rumor steal batman v superman dawn justice set,1790,unrelated
spiderman squish expert debunk claim,1787,unrelated
christian bale talk play steve job danny boyle biopic,1077,unrelated
boko haram denies ceasefire claim nigeria government,2272,agree
star war vii news update jj abrams push summer release,1393,discuss
man discovers spider live skin bali vacation,214,unrelated
israeli canadian woman capture isi say safe secure,2445,unrelated
feminist say abort baby boy,947,discuss
abdel majed abdel bary foley behead london rapper song help identify,616,discuss
apple hbo deal see launch web apple tv stream service num per month,45,unrelated
small meteorite strike nicaragua capital city managua,677,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,1403,unrelated
internet try make axl rise latest death hoax victim,1361,unrelated
north korean dictator kim jong un replace sister,2022,unrelated
josh paler lin stage viral video help homeless,2240,unrelated
boko haram release abduct schoolgirl part ceasefire agreement,1603,unrelated
heartbroken girl spend week kfc get dump,2087,discuss
priest die wake claim god woman huh,634,unrelated
eggnog chug contest lead hospital stay,1921,unrelated
isi executioner jihadi john name medium,2328,unrelated
really believe colorado kfcs selling pot reality check,1000,unrelated
isilkulskom student gain superhero power shock,80,agree
see california homeless man use num gift give food others,1925,agree
watch isi claim capture u airdropped weapon,1708,unrelated
police look man slap people sneeze,1521,unrelated
meteorite cause mysterious boom nicaragua,534,unrelated
islamic state training pilot military jet monitor say,524,unrelated
give homeless man num see video,2421,unrelated
axl rise dead course tiresome internet death hoax plague hit gun n rose frontman,1375,unrelated
white house fence jumper make building report,508,unrelated
batmobile steal batman v superman dawn justice set zack snyder know,917,disagree
christian bale drop steve job biopic,296,unrelated
isi militant jihadi john identify young west londoner,54,unrelated
american weapon isi,2336,unrelated
nasa planetary alignment jan num num decrease gravity num minute cause partial weightlessness,169,unrelated
journalist james wright foley reportedly behead isi,1251,unrelated
small meteorite strike nicaragua capital city managua,1073,discuss
terrorism fear rise amid report steal jetliner,1575,unrelated
al shabaab terror group leader kill u airstrike,646,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,1817,discuss
fake fox news website report judd nelson death reason,1906,unrelated
lebanon confirm hold isi chief kin,1817,unrelated
see isi militant catch try cross border texas congressman claim,220,unrelated
new audio show michael brown shot num time,139,unrelated
sing polar bear face asbo noise complaint,1606,unrelated
islamic state fighter detonate scorpion bomb terror siege,2257,unrelated
mexico find num graf site suspect student massacre,2375,unrelated
web confusion scientist cast doubt man claim spider burrow stomach scar,1864,discuss
new io num bug delete icloud document,2163,unrelated
isi beheads photojournalist james wright foley massage u end intervention iraq,1042,unrelated
isi crack five confirm ebola case among fighter official,5,unrelated
boko haram agree ceasefire release school girl,821,unrelated
nigeria boko haram blame raid despite truce claim,1603,unrelated
nicaragua meteorite impact theory may meteor wrong,816,unrelated
isil video claim behead kidnap journalist james foley,1093,discuss
canadian israeli woman say capture isi,1240,unrelated
isi claim behead u journalist,1358,unrelated
rep duncan hunter least num isi fighter catch mexican border,2093,discuss
ferguson riot audio may capture michael brown shoot,1916,discuss
gill rosenberg canadian israeli woman fear kidnap isi say safe,2147,unrelated
hospital official kansas city patient treat ebola,781,unrelated
miss jetliner raise fear new num num style attack libyan airport fall islamic militant,1865,discuss
isi appear behead american photojournalist youtube video,1905,unrelated
fbi probe allege audio michael brown shoot,321,unrelated
isi reportedly behead u journalist james wright foley camera,1034,unrelated
angry mob hack allege rapist genitals meat cleaver dragging butcher,368,unrelated
fbi probe allege audio michael brown shoot,1481,unrelated
north korea reportedly ban anyone share kim jong un name,1175,unrelated
kim jong un plan scottish restaurant,955,unrelated
senator detainee swap bergdahl contact militant,2520,unrelated
back incredible new batmobile take spin around detroit rumor steal,251,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,2156,unrelated
vice ceo throw numk lavish vega dinner,2447,unrelated
iraq claim isi leader al baghdadi wife arrest despite lebanon insist woman detain border told islamist extremist spouse,2155,discuss
small meteorite hit managua,1825,discuss
snake wine rescue kim jong un love life,55,unrelated
nigeria say ceasefire agree boko haram,298,unrelated
u accidentally deliver weapon islamic state airdrop militant say,104,unrelated
audio record allegedly capture least num shot fire michael brown kill,2250,discuss
dylan thomas find tropical spider burrow skin,1888,unrelated
vigilante cut alleged rapist penis,56,agree
government fire employee skip work num year,1090,unrelated
isi executioner jihadi john identify mohammed emwazi,2531,unrelated
u arm airdrop fell isi hand pentagon,2016,unrelated
seth rogen play woz job biopic,1746,discuss
report boko haram may release schoolgirl part deal,381,unrelated
dylan thomas find tropical spider burrow skin,1104,agree
continue violence put boko haram ceasefire jeopardy,2144,discuss
video appear show behead journalist james foley go miss syria,2386,discuss
cnn post allege audio michael brown shoot,450,unrelated
microsoft new robot security guard,687,agree
man discovers spider live skin bali vacation,1848,unrelated
new io num bug delete icloud document,2054,discuss
james foley killer jihadi john believe former london rapper abdel majed abdel bary,626,unrelated
judd nelson rebuff internet rumor die drug overdose,1385,unrelated
israeli canadian woman capture isi say safe secure,1774,discuss
isi beheads american photo journalist james wright foley threatens come,524,unrelated
tropical spider burrow man skin live three day,214,unrelated
pope say dog go heaven paradise open god creature,240,unrelated
probe whether isi fighter get ebola,1974,discuss
schoolboy almost kill electric shock claim superpower like magneto,938,unrelated
miss mexican student find mass grave,1494,unrelated
rumor stainless steel apple watch cost num gold num num,2277,discuss
american weapon isi,2295,discuss
new york city marijuana may mean ticket arrest,1192,unrelated
mexico check num miss student mass grave,295,unrelated
kim jong un sister kim yo jong run north korea mysterious absence,2344,discuss
emotional sergeant arm greet back parliament rouse stand ovation day heroically shoot dead terrorist first time use weapon num year career,1885,unrelated
lynch mob castrate allege rapist rajasthan,1981,agree
devote pet owner spend num save goldfish become constipated,1197,unrelated
boko haram denies agree ceasefire,2078,unrelated
obama denounces jam foley execution today entire world appal,1295,unrelated
num islamist militant kill u attack somalia,984,unrelated
woman stay kfc week get break,2296,unrelated
seth rogen may play steve wozniak alongside christian bale steve job,1588,unrelated
boko haram deny cease fire leader say married kidnap girl,34,unrelated
india rape crisis see mob castrate allege sex attacker shock scene,36,unrelated
tim cook reportedly shower apple watch suggest waterproof,2472,discuss
british hostage david haines behead islamic state terrorist,1802,unrelated
seth rogen report play woz upcoming steve job movie,2124,unrelated
eyewitness viral video net numk donation bullshit,1090,unrelated
james foley american journalist james wright foley behead new isi video break news,1206,agree
james foley miss american photojournalist reportedly execute isi syria,367,unrelated
audio captured time michael brown shoot company say,2481,discuss
boko haram kidnap girl marry truce never happen,93,unrelated
eye catch rare sight anna wintour without trademark sunglass leave rat infest vogue office,754,unrelated
islamic state militant claim behead u journalist james wright foley,1549,unrelated
india num men cut testicle get closer god follow advice guru,1239,unrelated
wife son islamic state leader abu bakr al baghdadi detain lebanon,258,unrelated
gop rep least ten isi fighter catch come across mexican border,226,unrelated
report christian bale bail steve job movie,630,unrelated
isil video claim behead kidnap journalist james foley,826,unrelated
terror leader ahmed abdi godane kill u strike,1835,discuss
nun surprise baby complain stomach pain,2492,discuss
nyc relaxes response marijuana possession,2307,unrelated
unconfirmed isi claim kayla mueller american female hostage dead,2283,unrelated
report boko haram may release schoolgirl part deal,2078,unrelated
fence jumper get farther white house,1365,agree
christian bale talk play steve job danny boyle biopic,1157,discuss
kim jong un neck snake wine virility,1738,unrelated
ottawa shoot slain soldier name nathan cirillo suspect identify michael zehaf bibeau,1883,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,1574,unrelated
amazon launch first brick mortar store report say,1840,unrelated
obama administration deny congressman claim least ten isi fighter catch come across mexican border texas,2141,unrelated
isi video show behead trigger international response,882,unrelated
woman ting su find husband cheat twin get spectacular revenge,1539,unrelated
hairgate iphone num user say device pull hair,961,unrelated
attorney new audio reveals pause gunfire michael brown shot,1803,unrelated
num brat pack star judd nelson force deny dead fake news story start trend social medium,35,unrelated
macaulay culkin dead facebook twitter death hoax go viral,1686,unrelated
accountant say comcast get fired contesting bogus charge,1383,discuss
man cut manhood throw bin girlfriend leave small penis,1331,unrelated
confusion swirl detail murky arrest isi leader wife,5,unrelated
isi militant appear behead abducted american journalist james wright foley graphic video,1569,unrelated
conde nast rat problem one world trade centre red carpet rodent droppings,1045,agree
pure evil islamic state beheads american journalist james wright foley,7,unrelated
nigeria say ceasefire agree boko haram,2088,unrelated
source gun n rose frontman axl rise find dead west hollywood home age num,119,unrelated
break islamic state video beheads american journalist james wright foley kidnap num bnonews,2287,unrelated
explosion report near nicaraguan capital attribute meteorite impact expert include nasa cast doubt claim,757,unrelated
emotional sergeant arm greet back parliament rouse stand ovation day heroically shoot dead terrorist first time use weapon num year career,1120,unrelated
isil militant jihadi john name medium,961,unrelated
nigeria claim boko haram release kidnap schoolgirl,2045,unrelated
isil video claim behead kidnap journalist james foley,704,unrelated
david haines behead isi execution video contain threat uk report,657,discuss
fence jumper get farther white house,1916,unrelated
iraqi kurdish medium report case ebola among islamic state fighter mosul,1013,unrelated
aborted baby boy outrage feminist blogger claim gender prompt termination,1398,unrelated
apple watch user need recharge nightly company still work improve uptime launch,837,unrelated
isi militant mosul contract ebola iraqi medium source claim,2175,unrelated
prankster give homeless man num secretly follow learns buy food others,1934,unrelated
isi militant allegedly contract ebola,568,unrelated
islamist militant steal num commercial plane libya spark terror attack fear,2309,unrelated
christian bale play steve job upcoming biopic,1406,unrelated
north korean leader kim jong un ankle surgery report say,1103,unrelated
journalist james wright foley reportedly behead isi,800,unrelated
guy say spider burrow skin expert say,1864,discuss
sugarhill gang rapper big bank hank die age num,2080,agree
pure evil islamic state beheads american journalist james wright foley,1351,unrelated
earn vice ceo shane smith num num steak dinner,1176,unrelated
macaulay culkin latest victim celebrity death hoax num star know exactly feel,2266,unrelated
saudi arabia cleric issue fatwa build snowman,599,unrelated
insurgent kill nigeria despite allege truce boko haram,1361,unrelated
boko haram denies agree ceasefire,903,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,1689,discuss
islamic state release video apparently show behead miss u journalist james foley,195,discuss
boko haram denies ceasefire say kidnap girl marry,2356,discuss
batmobile steal batman v superman dawn justice set report claim one batmobile model miss detroit local responsible,1737,discuss
video appear show behead journalist james foley go miss syria,1040,unrelated
allege audio michael brown shoot release,1223,unrelated
urgent leader isil abu bakr al baghdadi kill photo,1222,unrelated
kim jong un hospital two fracture ankle balloon around num stone go numerous meet people walkabout pr stunt,2329,unrelated
al qaida hostage kill raid,1187,discuss
scientist doubt meteor cause crater nicaragua,1917,unrelated
lebanon hold leader daughter ex wife,30,discuss
new audio allegedly capture moment michael brown shot,1299,unrelated
tb probably speed seinfeld rerun fit commercial,682,unrelated
shock photo mom try sell son pay daughter cancer treatment,1776,unrelated
oscar winner christian bale play steve job upcoming biopic,740,unrelated
north korean leader kim jong un miss ankle surgery,1260,unrelated
despite ceasefire announcement new boko haram attack report,2314,unrelated
al shabaab terror group leader kill u airstrike,1931,unrelated
james foley american journalist james wright foley behead new isi video break news,1347,unrelated
isi leader dead,1789,unrelated
cpwd official sack absence duty num year,1951,agree
isi get ebola,592,unrelated
woman expose cheat boyfriend brilliant christmas gift,137,unrelated
ebola outbreak num update isi fighter may contract deadly virus,568,unrelated
new audio show michael brown shot num time,1873,unrelated
homeland security isil fighter u border,1185,discuss
michael zehaf bibeau ottawa shooter suspect identify canadian official,2130,unrelated
vigilante cut alleged rapist penis,689,unrelated
man chop penis dump girlfriend,40,unrelated
claim comcast get complain customer fire job,169,unrelated
man pay parent mortgage christmas video,1567,agree
isi militant claim kill u journalist james foley,941,unrelated
report christian bale play steve job,1131,discuss
mohammed emwazi man identify isi killer jihadi john stop minum safari holiday africa num,503,unrelated
rodney constantine keep facebook promise turn police,571,unrelated
boko haram agree ceasefire release school girl,840,discuss
hbo reportedly talk apple launch new unbundled streaming service,2434,unrelated
india rape crisis see mob castrate allege sex attacker shock scene,1760,unrelated
kim jong ill analyst say num year old sister kim yo jong may run north korea video,305,unrelated
shot hear allege brown shoot record audio,80,unrelated
spiderman squish expert debunk claim,304,unrelated
isi fighter contract ebola,2138,discuss
u hostage luke somers kill yemen rescue bid family,56,unrelated
macaulay culkin dead another death hoax circulates facebook,2502,agree
isi video show behead trigger international response,2348,discuss
body mexico mass grave apparently miss student,1427,agree
saudi cleric condemns snowman anti islamic,732,agree
watch u marine save helmet shot taliban sniper,44,agree
wife isi leader abu bakr al baghdadi detain lebanon,931,discuss
satirical news site attack china weird english name,1588,unrelated
limit depravity islamic state feed mother son,2115,unrelated
michael brown shoot audio caught tape,1818,discuss
married tv actor wake find testicle steal kiss young woman sauna,662,unrelated
james foley remember brave tireless journalist,2147,discuss
nicaragua say meteorite probable cause blast capital,388,unrelated
cnn play chill audio record allegedly michael brown shoot least num shot,2020,unrelated
news site fall putin bird drop video,2502,unrelated
accidental delivery arm islamic state problem airdrop,2483,unrelated
new io num bug delete icloud document,1213,unrelated
rat eat prada vogue ny office,2080,unrelated
tropical spider burrow man skin appendix scar live three day,1271,unrelated
nigeria say ceasefire agree boko haram,40,unrelated
medium outlet identify jihadi john,2307,unrelated
isi militant contract ebola iraqi kurdish medium report,1034,unrelated
airport worker strip naked security scanner protest guard,1893,unrelated
boko haram agree ceasefire release school girl,344,unrelated
break udpated isi reportedly use chemical weapon kobane,1283,unrelated
wife child islamic state head abu bakr al baghdadi hold lebanon official say,1125,unrelated
isi claim behead u journalist,1574,unrelated
allege audio michael brown shoot surface,2313,unrelated
letter parent nums lego set contains important message gender equality,263,unrelated
uk spy identify foley killer abdel majed abdel bary key suspect,572,unrelated
apple watch shower proof num num apps launch report,105,discuss
kfc get occupational business license sell marijuana colorado restaurant kfc get occupational business license sell marijuana colorado restaurant,1814,disagree
moscow police look felon cut male genitals,516,agree
iraqi social medium rumor claim leader slain,2338,unrelated
axl rise dead num gun n rose frontman kill internet death hoax,1645,unrelated
medium report identify londoner islamic state jihadi john,1107,unrelated
isi reportedly behead u journalist james wright foley camera,2404,unrelated
hairgate iphone num user say device pull hair,22,unrelated
catholic priest dead num minute miraculously revive revelation god even shock,1439,unrelated
six month abduct nigerian schoolgirl boko haram reportedly want free,1630,discuss
big bank hank dead sugarhill gang member rapper die age num,2351,agree
video message service verifies time cnn audio recording,1481,unrelated
meteorite leave crater nicaraguan capital managua,1573,disagree
report radically redesign num inch macbook air come,1679,unrelated
dog abandon scotland train station suitcase,347,unrelated
london hip hop artist abdel majed abdel bary key suspect hunt killer american journalist james foley,591,unrelated
seth rogen play apple steve wozniak,1141,discuss
question raise nicaragua meteorite,217,discuss
homeless guy num completely stun man give,1681,unrelated
vogue new office rat infestation,1619,discuss
evil straight pit hell american journalist james foley reportedly behead isi,2109,unrelated
militant group say kill american journalist syria,1351,unrelated
sugarhill gang co founder big bank hank dy,2398,agree
video show dramatic moment bullet strike u marine head survive thanks kevlar helmet,2360,agree
u arm airdrop fell isi hand pentagon,1938,unrelated
isi militant claim kill u journalist james foley,2495,discuss
north korean leader kim jong un mystery illness actually two broken ankle newspaper say,1689,unrelated
video purport show beheading american journalist,1385,unrelated
suspect meteorite leaf crater managua link asteroid,1678,unrelated
pentagon isi get u weapon package,1239,unrelated
might rat infestation vogue,30,unrelated
u hostage luke somers kill yemen rescue bid family,1982,unrelated
video homeless man good deed num elaborate hoax,321,unrelated
okay laugh fact vogue rat infestation get worse,1737,unrelated
accord russian dark figure stumble snowy wood yeti even footprint hmmmmm,1656,discuss
report isi fighter contract ebola incorrect say iraqi health ministry,2197,unrelated
video message service verifies time cnn audio recording,1818,agree
husband break tear lose voicemail message late wife recover,2020,agree
mass grave point student massacre mexico,1678,unrelated
eyewitness say viral video homeless man stag,1611,discuss
ebola scare kansa city,1349,unrelated
evander kane way source price high,22,unrelated
islamic state use scorpion bomb terrorise victim,48,unrelated
u probe claim isi fighter seize airdropped weapon mean kurd,2176,unrelated
north korea directive reveals apparent ban share kim jong un name,1372,unrelated
world oldest burger man claim keep mcdonald quarter pounder num year,1196,unrelated
first bendgate hairgate angry iphone num owner claim design cause chunk hair rip make phone call,689,unrelated
u hostage murder militant yemen say hagel,615,unrelated
arrest isi leader wife son,1883,unrelated
christian bale quits steve job movie,2017,discuss
report claim kim jong un underwent surgery repair fracture ankle,2441,unrelated
soldier shot canada war memorial step away nation parliament,2084,unrelated
picture libyan islamist rebel pose plane seize tripoli airport u official warn could use carry terrorist attack num num anniversary,1644,unrelated
david haines behead isi execution video contain threat uk report,1627,unrelated
kim yo jong take kim jong un role north korea ill health rumor fabricate,1439,unrelated
woman dump boyfriend spends entire week mourning kfc,1473,unrelated
islamic state video title message america beheads american journalist james wright foley kidnap num,1574,unrelated
video purport show beheading american journalist,704,unrelated
one north korea allow share kim jong un name,719,discuss
u lawmaker ten isi fighter apprehend come across southern border video,2016,discuss
report islamic state us chlorine gas iraqi force,693,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,7,unrelated
james foley miss american photojournalist reportedly execute isi syria,1093,discuss
islamic state beheads miss american journalist james wright foley,1120,unrelated
report apple watch come num storage size,254,unrelated
royal trip alan titchmarsh find psychedelic mushroom queen garden buckingham palace,91,unrelated
spider burrow tourist stomach chest,1602,discuss
jordan king abdullah ii personally fly plane isi,2490,discuss
meet num year old make num million high school lunch break,409,unrelated
break news isi beheads miss american journalist james wright foley warn u cease action iraq,2287,unrelated
kim jong un hospitalize two broken ankle reportedly wear heel overweight,1103,unrelated
north korea world secret state really plan new restaurant scotland,551,unrelated
small meteorite strike nicaragua capital city managua,793,unrelated
priest die num minute say meet god woman,1549,disagree
penis graffiti draw num nummillion bugatti veyron,1781,unrelated
num teen girl get pregnant school trip read http www wnd com num num num teen girl get pregnant school trip fnumfilodnumyfpaspvnum num,2103,discuss
back incredible new batmobile take spin around detroit rumor steal,692,unrelated
macaulay culkin dead hoax go viral claim actor find dead apartment,1293,unrelated
islamic state fighter detonate scorpion bomb terror siege,776,agree
isi executioner jihadi john identify mohammed emwazi,81,unrelated
confusion surround capture isi leader wife,1877,discuss
north korea leader kim jong un still charge source,2022,unrelated
would rapist penis sever angry mob,1291,unrelated
chinese advise choose british sounding name get ahead,2360,unrelated
report british intelligence identify foley killer,521,unrelated
nbc meteorologist mike seidel pee snow camera testy brian williams explains,1169,unrelated
guantanamo detainee exchange american pow attempt return battle,592,unrelated
meteorite strike nicaraguan capital create num foot deep crater,1744,unrelated
bosnia seven underage girl return five day school trip pregnant,571,unrelated
china app store manipulation photo go viral real,658,unrelated
graphic photo oliver ilic us razor blade slice manhood girlfriend break,2496,agree
islamic state claim execute american photojournalist james foley,1589,discuss
spiderman squish expert debunk claim,1848,unrelated
soldier shot ottawa war memorial,1466,unrelated
found father era time capsule find boston,1627,unrelated
isi fighter contract ebola,1821,unrelated
durex rumor pumpkin spice condom comment,609,unrelated
isil beheads american photojournalist iraq,928,discuss
man discovers spider live skin bali vacation,1422,unrelated
man sever penis fail impress girl,1799,agree
another isi massacre isi kill num iraqi soldier chlorine gas,2411,unrelated
moment michael brown shot dead caught audio record fbi hand potentially damn tape eleven shot fire include final volley kill shot,1974,unrelated
lebanon detain wife son al baghdadi,1875,unrelated
kim jong un sister power behind north korean throne,1836,discuss
matt taibbi leave absence first look medium,2175,unrelated
eye catch rare sight anna wintour without trademark sunglass leave rat infest vogue office,2263,discuss
net extra back dead catholic priest claim god female,2240,agree
james foley executioner say identified british rapper read james foley executioner say identified british rapper,2175,unrelated
lebanon confirm hold isi chief kin,1875,unrelated
isi beheads american journalist james foley video message u,1547,unrelated
tom brokaw want brian williams nbc legend furious iraq war lie claim executive warn anchor stop exaggerate story past,833,unrelated
google buy redwood city office numm,993,unrelated
vice medium ceo shane smith spend num num la vegas dinner report,2130,discuss
miss american journalist reportedly behead islamic state,1251,unrelated
taliban member swap obama bowe bergdahl try return terror report,570,unrelated
report christian bale bail steve job movie,2211,agree
student num reveals teletubbies giggle baby sky pay num box toy,2076,agree
insurgent kill nigeria despite allege truce boko haram,1430,discuss
new io num bug delete icloud document,2130,unrelated
nyc high school student nickname teen wolf make num million stock market,2252,unrelated
sugarhill gang rapper big bank hank die num,40,unrelated
isi extremist claim behead british hostage david haines,2348,discuss
isil video claim behead kidnap journalist james foley,928,discuss
schoolboy get electric shock lamppost claim magnetic power,1224,unrelated
man chop penis throw dustbin poor show bed,1517,agree
report christian bale play steve job,571,unrelated
get harder arrest pot possession new york city,1802,discuss
expert cast doubt bunbury man dylan thomas burrow stomach spider story,2297,unrelated
nigerian doubtful girl release boko haram truce breach,320,unrelated
angry mob hack allege rapist genitals meat cleaver dragging butcher,1658,unrelated
macaulay culkin death claim former child star reveal yet another hoax,2022,unrelated
prankster give homeless man num secretly follow learns buy food others,1395,unrelated
calm durex come pumpkin spice condom,1853,unrelated
dera sacha sauda chief force castration num devotee cbi file case msg messenger god actor,1631,unrelated
big bank hank dead sugarhill gang member rapper die age num,234,unrelated
nun give birth baby boy suffer agonise stomach pain idea pregnant,1891,unrelated
islamic state beheads miss american journalist james wright foley,1747,agree
banksy arrest hoax u website claim street artist caught watford,667,unrelated
brian williams meteorologist pee live tv,54,unrelated
boko haram ceasefire nigeria ceasefire,304,unrelated
pumpkin spice condom figment gross imagination,1477,unrelated
islamist terrorist jabhat ansar al deen tweet picture texas plumber truck fit anti aircraft gun syria,2242,agree
fidel castro dead accord viral twitter rumor,1125,unrelated
kim jong un scottish dog meat restaurant probably fabricate shite,2148,discuss
nigeria claim deal boko haram ceasefire kidnap girl,206,unrelated
urgent isi kill num iraqi soldier chlorine gas attack saqlawiyah,2224,discuss
kim jong un absent north korean leader recover ankle surgery,2153,discuss
seth rogen play woz job biopic,2309,unrelated
video marine save helmet taliban sniper attack,2421,unrelated
isi crack five confirm ebola case among fighter official,950,unrelated
christian bale quits steve job movie,900,unrelated
report former baseball star jose canseco accidentally shoot home,1506,unrelated
update num men num woman tonight espn domestic violence panel,2175,unrelated
iraqi health official ebola kill num isi fighter,2003,discuss
tropical spider burrow man skin appendix scar live three day,1210,unrelated
surreal photo fisherman jaw drop catch likely people wonder real,2034,unrelated
want gold apple watch need num num,2201,discuss
durex make pumpkin spice condom hoax debunk,1708,discuss
pentagon isi get u weapon package,1648,unrelated
urgent leader isil abu bakr al baghdadi kill photo,1073,unrelated
woman detain lebanon isi leader wife say iraq,1789,unrelated
kim yo jong take kim jong un role north korea ill health rumor fabricate,1817,unrelated
teacher sex tape expose fake internet detective trace origin pornographic clip,795,agree
blunder boyfriend burn college try impress girlfriend elaborate marriage proposal,1913,unrelated
body mexico mass grave apparently miss student,2385,unrelated
oscar winner christian bale play steve job upcoming biopic,687,unrelated
expert fact need purported audio recording michael brown shoot,1697,unrelated
shot hear allege brown shoot record audio,1252,unrelated
conflict report allege capture canadian woman,1240,unrelated
nigeria say struck cease fire boko haram talk right guy,955,discuss
watch marine take sniper shot head live,320,unrelated
priest claim see god woman dismiss hoax,2515,disagree
num boston time capsule yield small red book,601,unrelated
indian civil servant sack num year sickie,225,agree
seven teenage girl get pregnant school trip,2103,discuss
luke somers die rescue attempt sister say yemeni defense ministry say unnamed u hostage free,1165,unrelated
catholic priest die num min wake claim god woman,2520,unrelated
rat still run around vogue,891,unrelated
